Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r066,cabbages -- fresh,150,50,..,..,412540,2.0,1.52
,,r067,vegetables cultivated for their fruit -- fresh ,1310,240,0.5,0.1,412540,2.0,1.52
,,r068,onion -- leek -- fresh,170,40,..,..,412540,2.0,1.52
,,r069,mashrooms -- fresh,70,30,..,..,412540,2.0,1.52
,,r070,soups -- vegetabledishes,640,140,0.3,0.1,412540,2.0,1.52
,,r071,root crops,240,90,..,..,412540,2.0,1.52
,,r072,potatoes,400,90,..,..,412540,2.0,1.52
,,r073,products of potatoes (french fries -- mashed potatoes),420,120,..,..,412540,2.0,1.52
,,r074,vegetables - unspecified,..,..,..,..,412540,2.0,1.52
,,r075,sugar and sweets,2930,400,1.1,0.2,412540,2.0,1.52
,,r076,sugar -- jam -- honey -- chocolate and confectionery,360,160,0.2,0.1,412540,2.0,1.52
,,r077,jams -- marmelade,180,50,..,..,412540,2.0,1.52
,,r078,ice cream,580,160,0.2,0.1,412540,2.0,1.52
,,r079,other suger products,1820,280,0.7,0.1,412540,2.0,1.52
,,r080,sauces -- condiments,510,90,..,..,412540,2.0,1.52
,,r081,salt -- spices and culinary herbs,360,80,..,..,412540,2.0,1.52
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,260,60,..,..,412540,2.0,1.52
,,r083,snacks,410,120,..,..,412540,2.0,1.52
,,r084,unspec provisions,940,630,0.3,0.2,412540,2.0,1.52
,,r085,non alcoholic beverages,2630,360,1.0,0.1,412540,2.0,1.52
,,r086,fruit- and vegetable juices,470,110,..,..,412540,2.0,1.52
,,r087,soft drinks,1050,190,0.4,0.1,412540,2.0,1.52
,,r088,mineral or spring waters,190,80,..,..,412540,2.0,1.52
,,r089,coffee,770,170,0.3,0.1,412540,2.0,1.52
,,r090,tee,100,40,..,..,412540,2.0,1.52
,,r091,cacao,50,30,..,..,412540,2.0,1.52
,,r092,dinner out,9370,1860,3.2,0.6,412540,2.0,1.52
,,r093,alcoholic beverages (with low-strength beer),3190,770,1.1,0.3,412540,2.0,1.52
,,r094,tobacco ,1830,610,0.7,0.3,412540,2.0,1.52
,,r095,consumer goods,6020,1000,2.2,0.4,412540,2.0,1.52
,,r096,personal hygiene,3240,780,1.2,0.3,412540,2.0,1.52
,,r097,other consumption purposes,2780,470,1.0,0.2,412540,2.0,1.52
,,r098,domestic services,12880,2490,4.6,0.8,412540,2.0,1.52
,,r099,childminding,810,310,0.3,0.1,412540,2.0,1.52
,,r100,charge of skill -- other insurance,5770,1210,2.2,0.4,412540,2.0,1.52
,,r101,other services,6300,2230,2.2,0.7,412540,2.0,1.52
,,r102,clothing and footwear,15070,4810,4.9,1.4,412540,2.0,1.52
,,r103,clothing,11520,3860,3.8,1.1,412540,2.0,1.52
,,r104, outdoor clothes,3590,3020,1.1,0.9,412540,2.0,1.52
,,r105,other clothes,5730,1650,1.9,0.6,412540,2.0,1.52
,,r106,underwear,1390,450,0.5,0.2,412540,2.0,1.52
,,r107,accessoarer -- hats -- caps -- gloves etc.,260,150,..,..,412540,2.0,1.52
,,r108,footwear,3560,1870,1.1,0.6,412540,2.0,1.52
,,r109,housing,72980,4680,28.5,2.0,412540,2.0,1.52
,,r110,actual rentals for housing (incl. garage),32480,4790,12.7,2.0,412540,2.0,1.52
,,r111,reparations,5280,2310,1.8,0.7,412540,2.0,1.52
,,r112,householder´s comprehensive insurance,2120,270,0.9,0.1,412540,2.0,1.52
,,r113,services associates with housing ,4850,970,2.0,0.4,412540,2.0,1.52
,,r114,electicity -- gas and other fuels ,12330,2310,4.8,0.9,412540,2.0,1.52
,,r115,interests (gross),12670,3380,4.9,1.5,412540,2.0,1.52
,,r116,furnishings -- household equipment and routine maintenance of the house,13890,3560,4.6,1.0,412540,2.0,1.52
,,r117,furniture and furnishings -- carpets and other floor coverings,5760,1550,1.9,0.5,412540,2.0,1.52
,,r118,textile,930,370,0.3,0.1,412540,2.0,1.52
,,r119,household applience,7200,2920,2.4,0.8,412540,2.0,1.52
,,r120,health and hospital services,6300,1800,2.3,0.6,412540,2.0,1.52
,,r121,transport,41080,7190,14.8,2.1,412540,2.0,1.52
,,r122,purchase of new motor-cars,6570,3410,2.1,1.0,412540,2.0,1.52
,,r123,purchase of other vehicles,2000,1150,0.8,0.5,412540,2.0,1.52
,,r124,operation of motor-cars,25710,4980,9.6,1.6,412540,2.0,1.52
,,r125,interests (motorcars - gross) -- licence duty,1790,250,0.7,0.1,412540,2.0,1.52
,,r126,operation of other vehicles,860,500,0.4,0.3,412540,2.0,1.52
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),30,20,..,..,412540,2.0,1.52
,,r128,services of transport,4130,2060,1.3,0.5,412540,2.0,1.52
,,r129,leisure time and culture,51010,6850,18.3,1.6,412540,2.0,1.52
,,r130,weekend cottage,2050,780,0.8,0.3,412540,2.0,1.52
,,r131,radio and tv,2750,640,1.0,0.3,412540,2.0,1.52
,,r132,sport and hobby,7640,5680,2.0,1.1,412540,2.0,1.52
,,r133,watch -- camera -- photographic and cinematographic equipment,1630,1070,0.5,0.2,412540,2.0,1.52
,,r134,holidays -- hotels,11320,2170,4.2,0.8,412540,2.0,1.52
,,r135,other spare time,8660,2130,3.2,0.8,412540,2.0,1.52
,,r136,entertainment,970,420,0.3,0.1,412540,2.0,1.52
,,r137,books -- newspapers -- television taxes,10350,1870,4.0,0.7,412540,2.0,1.52
,,r138,mobiltelephone (callcharge and subscription fee),2880,630,1.1,0.2,412540,2.0,1.52
,,r139,telephone (callcharge and subscription fee),2760,320,1.1,0.2,412540,2.0,1.52
D7,decil 7,r001,total expenditures,308040,17950,100.0,0.0,416330,2.5,1.77
,,r002,food,38600,2520,13.6,0.9,416330,2.5,1.77
,,r003,bread and cereals,6520,540,2.4,0.3,416330,2.5,1.77
,,r004,rice and products of rice -- of which:,300,90,..,..,416330,2.5,1.77
,,r005,rice,160,70,..,..,416330,2.5,1.77
,,r006,products of rice,130,40,..,..,416330,2.5,1.77
,,r007,pasta products,490,150,0.2,0.1,416330,2.5,1.77
,,r008,flour -- grain,790,130,0.3,0.1,416330,2.5,1.77
,,r009,bread -- of which:,2760,240,1.0,0.1,416330,2.5,1.77
,,r010,hard bread,340,60,..,..,416330,2.5,1.77
,,r011,soft white bread,730,110,..,..,416330,2.5,1.77
,,r012,soft brown bread,430,80,..,..,416330,2.5,1.77
,,r013,soft light bread,750,120,0.3,0.1,416330,2.5,1.77
,,r014,bread unspecified,520,110,..,..,416330,2.5,1.77
,,r015,pastry-cook products,2180,330,0.8,0.2,416330,2.5,1.77
,,r016,meat,7410,760,2.6,0.3,416330,2.5,1.77
,,r017,fresh -- chilled or frozen meat of bovine animals,870,200,0.3,0.1,416330,2.5,1.77
,,r018,fresh -- chilled or frozen meat of pig,1460,260,0.5,0.1,416330,2.5,1.77
,,r019,fresh -- chilled or frozen meat of sheep and goat,310,180,..,..,416330,2.5,1.77
,,r020,fresh -- chilled or frozen meat of poultry,740,170,0.2,0.1,416330,2.5,1.77
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,416330,2.5,1.77
,,r022,dried -- salted or smoked meat of pig,1580,250,0.5,0.1,416330,2.5,1.77
,,r023,dried -- salted or smoked other meats,300,90,..,..,416330,2.5,1.77
,,r024,meat -- sausages and meat of sandwiches,1240,170,0.4,0.1,416330,2.5,1.77
,,r025,pastry -- cured meats and provisions,340,80,..,..,416330,2.5,1.77
,,r026,meatdishes,350,110,..,..,416330,2.5,1.77
,,r027,meat - unspecified,180,160,..,..,416330,2.5,1.77
,,r028,fish,2640,390,1.0,0.2,416330,2.5,1.77
,,r029,fresh -- chilled or frozen fish -- of which:,1040,250,0.4,0.1,416330,2.5,1.77
,,r030,codfish,220,80,..,..,416330,2.5,1.77
,,r031,salomonfish,470,170,0.2,0.1,416330,2.5,1.77
,,r032,herring,..,..,..,..,416330,2.5,1.77
,,r033,other fish,160,90,..,..,416330,2.5,1.77
,,r034,seafood,290,110,..,..,416330,2.5,1.77
,,r035,caviar -- roes -- other fishproducts,150,40,..,..,416330,2.5,1.77
,,r036,fish and seafood dishes,1150,250,0.4,0.1,416330,2.5,1.77
,,r037,fish and seafood - unspecified,150,130,..,..,416330,2.5,1.77
,,r038,milk -- cheese and eggs,6370,490,2.3,0.2,416330,2.5,1.77
,,r039,milk (fat >=1 --5%),470,130,..,..,416330,2.5,1.77
,,r040,low fat milk (fat <1 --5%),1010,140,0.4,0.1,416330,2.5,1.77
,,r041,preserved milk,30,20,..,..,416330,2.5,1.77
,,r042,yoghurt and sour milk,1150,140,0.4,0.1,416330,2.5,1.77
,,r043,cream -- sour cream (fat>=29%),370,80,..,..,416330,2.5,1.77
,,r044,cream -- sour cream (fat<29%),400,90,..,..,416330,2.5,1.77
,,r045,cheese (fat >=17%),1710,220,0.6,0.1,416330,2.5,1.77
,,r046,cheese (fat <17%),670,110,..,..,416330,2.5,1.77
,,r047,eggs,520,70,..,..,416330,2.5,1.77
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,416330,2.5,1.77
,,r049,oils and fats,1090,130,..,..,416330,2.5,1.77
,,r050,butter,440,80,..,..,416330,2.5,1.77
,,r051,margarine (fat>=40%),280,60,..,..,416330,2.5,1.77
,,r052,margarine (fat<40%),120,40,..,..,416330,2.5,1.77
,,r053,olive oil -- cooking oil -- mayonnaise,240,70,..,..,416330,2.5,1.77
,,r054,fruit and berries,3380,390,1.2,0.2,416330,2.5,1.77
,,r055,apples,440,80,..,..,416330,2.5,1.77
,,r056,pears,150,50,..,..,416330,2.5,1.77
,,r057,bananas,630,100,0.2,0.1,416330,2.5,1.77
,,r058,citrus fruits,520,110,..,..,416330,2.5,1.77
,,r059,other fresh fruit,440,120,..,..,416330,2.5,1.77
,,r060,dried fruit,630,160,0.2,0.1,416330,2.5,1.77
,,r061,berries,370,80,..,..,416330,2.5,1.77
,,r062,preserved fruit and fruit based products,110,40,..,..,416330,2.5,1.77
,,r063,others fruit and berries,70,40,..,..,416330,2.5,1.77
,,r064,vegetables,4590,400,1.7,0.2,416330,2.5,1.77
,,r065,leaf and stem vegetables,500,90,..,..,416330,2.5,1.77
,,r066,cabbages -- fresh,190,40,..,..,416330,2.5,1.77
,,r067,vegetables cultivated for their fruit -- fresh ,1500,170,0.6,0.1,416330,2.5,1.77
,,r068,onion -- leek -- fresh,190,30,..,..,416330,2.5,1.77
,,r069,mashrooms -- fresh,70,30,..,..,416330,2.5,1.77
,,r070,soups -- vegetabledishes,780,150,0.3,0.1,416330,2.5,1.77
,,r071,root crops,270,70,..,..,416330,2.5,1.77
,,r072,potatoes,450,70,..,..,416330,2.5,1.77
,,r073,products of potatoes (french fries -- mashed potatoes),530,100,..,..,416330,2.5,1.77
,,r074,vegetables - unspecified,100,50,..,..,416330,2.5,1.77
,,r075,sugar and sweets,3410,390,1.1,0.1,416330,2.5,1.77
,,r076,sugar -- jam -- honey -- chocolate and confectionery,250,70,..,..,416330,2.5,1.77
,,r077,jams -- marmelade,210,50,..,..,416330,2.5,1.77
,,r078,ice cream,650,150,..,..,416330,2.5,1.77
,,r079,other suger products,2300,300,0.7,0.1,416330,2.5,1.77
,,r080,sauces -- condiments,680,120,..,..,416330,2.5,1.77
,,r081,salt -- spices and culinary herbs,460,100,..,..,416330,2.5,1.77
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,360,90,..,..,416330,2.5,1.77
,,r083,snacks,480,100,0.2,0.1,416330,2.5,1.77
,,r084,unspec provisions,1200,920,..,..,416330,2.5,1.77
,,r085,non alcoholic beverages,2880,290,1.0,0.1,416330,2.5,1.77
,,r086,fruit- and vegetable juices,550,100,..,..,416330,2.5,1.77
,,r087,soft drinks,1190,190,0.4,0.1,416330,2.5,1.77
,,r088,mineral or spring waters,190,50,..,..,416330,2.5,1.77
,,r089,coffee,720,130,0.3,0.1,416330,2.5,1.77
,,r090,tee,150,40,..,..,416330,2.5,1.77
,,r091,cacao,70,30,..,..,416330,2.5,1.77
,,r092,dinner out,11190,2010,3.8,0.7,416330,2.5,1.77
,,r093,alcoholic beverages (with low-strength beer),3770,780,1.3,0.3,416330,2.5,1.77
,,r094,tobacco ,2050,570,0.7,0.2,416330,2.5,1.77
,,r095,consumer goods,7310,1010,2.4,0.3,416330,2.5,1.77
,,r096,personal hygiene,4330,920,1.4,0.3,416330,2.5,1.77
,,r097,other consumption purposes,2980,370,1.0,0.1,416330,2.5,1.77
,,r098,domestic services,14550,2040,4.7,0.6,416330,2.5,1.77
,,r099,childminding,2300,530,0.7,0.2,416330,2.5,1.77
,,r100,charge of skill -- other insurance,7000,950,2.4,0.3,416330,2.5,1.77
,,r101,other services,5250,1610,1.6,0.4,416330,2.5,1.77
,,r102,clothing and footwear,15430,3120,4.6,0.9,416330,2.5,1.77
,,r103,clothing,12930,2830,3.9,0.9,416330,2.5,1.77
,,r104, outdoor clothes,2600,1380,0.7,0.3,416330,2.5,1.77
,,r105,other clothes,7700,1940,2.4,0.7,416330,2.5,1.77
,,r106,underwear,1350,430,0.4,0.1,416330,2.5,1.77
,,r107,accessoarer -- hats -- caps -- gloves etc.,630,280,0.2,0.1,416330,2.5,1.77
,,r108,footwear,2510,990,0.7,0.3,416330,2.5,1.77
,,r109,housing,77420,4570,27.6,1.9,416330,2.5,1.77
,,r110,actual rentals for housing (incl. garage),29050,4860,10.3,1.8,416330,2.5,1.77
,,r111,reparations,5550,1880,2.0,1.1,416330,2.5,1.77
,,r112,householder´s comprehensive insurance,2090,190,0.8,0.1,416330,2.5,1.77
,,r113,services associates with housing ,5550,1060,1.9,0.3,416330,2.5,1.77
,,r114,electicity -- gas and other fuels ,13790,2170,5.0,0.9,416330,2.5,1.77
,,r115,interests (gross),17280,2810,5.8,0.9,416330,2.5,1.77
,,r116,furnishings -- household equipment and routine maintenance of the house,19070,5440,5.1,1.0,416330,2.5,1.77
,,r117,furniture and furnishings -- carpets and other floor coverings,7990,3790,2.0,0.5,416330,2.5,1.77
,,r118,textile,2240,1650,0.6,0.4,416330,2.5,1.77
,,r119,household applience,8840,2760,2.6,0.6,416330,2.5,1.77
,,r120,health and hospital services,6690,2460,2.0,0.6,416330,2.5,1.77
,,r121,transport,48680,7900,13.6,2.3,416330,2.5,1.77
,,r122,purchase of new motor-cars,11360,4770,..,..,416330,2.5,1.77
,,r123,purchase of other vehicles,2330,1280,0.7,0.4,416330,2.5,1.77
,,r124,operation of motor-cars,28410,5860,8.5,1.0,416330,2.5,1.77
,,r125,interests (motorcars - gross) -- licence duty,2350,330,0.8,0.1,416330,2.5,1.77
,,r126,operation of other vehicles,980,440,0.3,0.1,416330,2.5,1.77
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,416330,2.5,1.77
,,r128,services of transport,3170,990,1.1,0.3,416330,2.5,1.77
,,r129,leisure time and culture,59290,6080,18.5,1.4,416330,2.5,1.77
,,r130,weekend cottage,2970,1100,0.9,0.3,416330,2.5,1.77
,,r131,radio and tv,3150,650,1.0,0.2,416330,2.5,1.77
,,r132,sport and hobby,6650,1860,1.9,0.5,416330,2.5,1.77
,,r133,watch -- camera -- photographic and cinematographic equipment,1520,480,0.4,0.1,416330,2.5,1.77
,,r134,holidays -- hotels,13950,2610,4.5,0.8,416330,2.5,1.77
,,r135,other spare time,12540,3740,3.6,1.0,416330,2.5,1.77
,,r136,entertainment,1590,650,0.5,0.2,416330,2.5,1.77
,,r137,books -- newspapers -- television taxes,10830,1170,3.7,0.4,416330,2.5,1.77
,,r138,mobiltelephone (callcharge and subscription fee),2930,540,0.9,0.2,416330,2.5,1.77
,,r139,telephone (callcharge and subscription fee),3150,300,1.2,0.1,416330,2.5,1.77
D8,decil 8,r001,total expenditures,360030,16880,100.0,0.0,416430,2.8,1.90
,,r002,food,45560,2620,13.2,0.8,416430,2.8,1.90
,,r003,bread and cereals,7350,560,2.2,0.2,416430,2.8,1.90
,,r004,rice and products of rice -- of which:,390,160,..,..,416430,2.8,1.90
,,r005,rice,240,140,..,..,416430,2.8,1.90
,,r006,products of rice,150,50,..,..,416430,2.8,1.90
,,r007,pasta products,530,80,..,..,416430,2.8,1.90
,,r008,flour -- grain,970,170,0.3,0.1,416430,2.8,1.90
,,r009,bread -- of which:,3160,280,0.9,0.1,416430,2.8,1.90
,,r010,hard bread,360,60,..,..,416430,2.8,1.90
,,r011,soft white bread,880,120,..,..,416430,2.8,1.90
,,r012,soft brown bread,490,110,..,..,416430,2.8,1.90
,,r013,soft light bread,830,120,..,..,416430,2.8,1.90
,,r014,bread unspecified,590,120,..,..,416430,2.8,1.90
,,r015,pastry-cook products,2310,300,0.7,0.1,416430,2.8,1.90
,,r016,meat,9510,990,2.7,0.3,416430,2.8,1.90
,,r017,fresh -- chilled or frozen meat of bovine animals,1390,270,0.4,0.1,416430,2.8,1.90
,,r018,fresh -- chilled or frozen meat of pig,1850,270,0.5,0.1,416430,2.8,1.90
,,r019,fresh -- chilled or frozen meat of sheep and goat,200,90,..,..,416430,2.8,1.90
,,r020,fresh -- chilled or frozen meat of poultry,1120,200,0.3,0.1,416430,2.8,1.90
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,416430,2.8,1.90
,,r022,dried -- salted or smoked meat of pig,2030,250,0.6,0.1,416430,2.8,1.90
,,r023,dried -- salted or smoked other meats,270,80,..,..,416430,2.8,1.90
,,r024,meat -- sausages and meat of sandwiches,1480,210,0.4,0.1,416430,2.8,1.90
,,r025,pastry -- cured meats and provisions,740,550,0.2,0.1,416430,2.8,1.90
,,r026,meatdishes,370,100,..,..,416430,2.8,1.90
,,r027,meat - unspecified,..,..,..,..,416430,2.8,1.90
,,r028,fish,2680,380,0.8,0.1,416430,2.8,1.90
,,r029,fresh -- chilled or frozen fish -- of which:,950,220,0.3,0.1,416430,2.8,1.90
,,r030,codfish,290,100,..,..,416430,2.8,1.90
,,r031,salomonfish,440,170,..,..,416430,2.8,1.90
,,r032,herring,20,10,..,..,416430,2.8,1.90
,,r033,other fish,170,80,..,..,416430,2.8,1.90
,,r034,seafood,470,140,..,..,416430,2.8,1.90
,,r035,caviar -- roes -- other fishproducts,190,50,..,..,416430,2.8,1.90
,,r036,fish and seafood dishes,1020,180,0.3,0.1,416430,2.8,1.90
,,r037,fish and seafood - unspecified,..,..,..,..,416430,2.8,1.90
,,r038,milk -- cheese and eggs,7910,550,2.3,0.2,416430,2.8,1.90
,,r039,milk (fat >=1 --5%),390,100,..,..,416430,2.8,1.90
,,r040,low fat milk (fat <1 --5%),1320,150,..,..,416430,2.8,1.90
,,r041,preserved milk,..,..,..,..,416430,2.8,1.90
,,r042,yoghurt and sour milk,1260,130,..,..,416430,2.8,1.90
,,r043,cream -- sour cream (fat>=29%),510,80,..,..,416430,2.8,1.90
,,r044,cream -- sour cream (fat<29%),560,70,..,..,416430,2.8,1.90
,,r045,cheese (fat >=17%),2070,270,0.6,0.1,416430,2.8,1.90
,,r046,cheese (fat <17%),1040,160,..,..,416430,2.8,1.90
,,r047,eggs,670,80,..,..,416430,2.8,1.90
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,416430,2.8,1.90
,,r049,oils and fats,1390,180,0.4,0.1,416430,2.8,1.90
,,r050,butter,560,90,..,..,416430,2.8,1.90
,,r051,margarine (fat>=40%),340,80,..,..,416430,2.8,1.90
,,r052,margarine (fat<40%),110,30,..,..,416430,2.8,1.90
,,r053,olive oil -- cooking oil -- mayonnaise,380,100,..,..,416430,2.8,1.90
,,r054,fruit and berries,3780,390,1.1,0.1,416430,2.8,1.90
,,r055,apples,420,70,..,..,416430,2.8,1.90
,,r056,pears,110,40,..,..,416430,2.8,1.90
,,r057,bananas,610,80,..,..,416430,2.8,1.90
,,r058,citrus fruits,700,120,..,..,416430,2.8,1.90
,,r059,other fresh fruit,460,90,..,..,416430,2.8,1.90
,,r060,dried fruit,690,140,..,..,416430,2.8,1.90
,,r061,berries,580,120,..,..,416430,2.8,1.90
,,r062,preserved fruit and fruit based products,160,50,..,..,416430,2.8,1.90
,,r063,others fruit and berries,50,20,..,..,416430,2.8,1.90
,,r064,vegetables,5490,430,1.6,0.1,416430,2.8,1.90
,,r065,leaf and stem vegetables,660,100,..,..,416430,2.8,1.90
,,r066,cabbages -- fresh,210,40,..,..,416430,2.8,1.90
,,r067,vegetables cultivated for their fruit -- fresh ,1880,180,0.5,0.1,416430,2.8,1.90
,,r068,onion -- leek -- fresh,320,50,..,..,416430,2.8,1.90
,,r069,mashrooms -- fresh,90,40,..,..,416430,2.8,1.90
,,r070,soups -- vegetabledishes,930,140,..,..,416430,2.8,1.90
,,r071,root crops,280,60,..,..,416430,2.8,1.90
,,r072,potatoes,590,130,..,..,416430,2.8,1.90
,,r073,products of potatoes (french fries -- mashed potatoes),480,120,..,..,416430,2.8,1.90
,,r074,vegetables - unspecified,60,40,..,..,416430,2.8,1.90
,,r075,sugar and sweets,4370,420,1.2,0.1,416430,2.8,1.90
,,r076,sugar -- jam -- honey -- chocolate and confectionery,220,50,..,..,416430,2.8,1.90
,,r077,jams -- marmelade,270,70,..,..,416430,2.8,1.90
,,r078,ice cream,820,160,..,..,416430,2.8,1.90
,,r079,other suger products,3050,340,0.9,0.1,416430,2.8,1.90
,,r080,sauces -- condiments,950,130,..,..,416430,2.8,1.90
,,r081,salt -- spices and culinary herbs,580,110,..,..,416430,2.8,1.90
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,420,80,..,..,416430,2.8,1.90
,,r083,snacks,540,100,..,..,416430,2.8,1.90
,,r084,unspec provisions,550,290,0.2,0.1,416430,2.8,1.90
,,r085,non alcoholic beverages,3370,310,1.0,0.1,416430,2.8,1.90
,,r086,fruit- and vegetable juices,520,100,..,..,416430,2.8,1.90
,,r087,soft drinks,1520,230,0.4,0.1,416430,2.8,1.90
,,r088,mineral or spring waters,210,60,..,..,416430,2.8,1.90
,,r089,coffee,860,130,..,..,416430,2.8,1.90
,,r090,tee,190,70,..,..,416430,2.8,1.90
,,r091,cacao,60,30,..,..,416430,2.8,1.90
,,r092,dinner out,13060,2060,3.4,0.5,416430,2.8,1.90
,,r093,alcoholic beverages (with low-strength beer),6030,1350,1.6,0.3,416430,2.8,1.90
,,r094,tobacco ,2410,730,0.7,0.2,416430,2.8,1.90
,,r095,consumer goods,8080,830,2.3,0.3,416430,2.8,1.90
,,r096,personal hygiene,4300,640,1.2,0.2,416430,2.8,1.90
,,r097,other consumption purposes,3780,450,1.1,0.1,416430,2.8,1.90
,,r098,domestic services,19700,2220,5.3,0.5,416430,2.8,1.90
,,r099,childminding,3180,650,0.8,0.2,416430,2.8,1.90
,,r100,charge of skill -- other insurance,9150,790,2.7,0.3,416430,2.8,1.90
,,r101,other services,7360,1950,1.8,0.4,416430,2.8,1.90
,,r102,clothing and footwear,14390,2340,3.8,0.6,416430,2.8,1.90
,,r103,clothing,11410,1780,3.0,0.4,416430,2.8,1.90
,,r104, outdoor clothes,1530,530,0.4,0.1,416430,2.8,1.90
,,r105,other clothes,6950,1420,1.8,0.3,416430,2.8,1.90
,,r106,underwear,1450,400,0.4,0.1,416430,2.8,1.90
,,r107,accessoarer -- hats -- caps -- gloves etc.,480,190,..,..,416430,2.8,1.90
,,r108,footwear,2980,990,0.8,0.3,416430,2.8,1.90
,,r109,housing,84100,4780,24.2,1.4,416430,2.8,1.90
,,r110,actual rentals for housing (incl. garage),26450,4480,8.0,1.5,416430,2.8,1.90
,,r111,reparations,7250,2630,1.6,0.5,416430,2.8,1.90
,,r112,householder´s comprehensive insurance,2380,240,0.7,0.1,416430,2.8,1.90
,,r113,services associates with housing ,6290,930,1.8,0.3,416430,2.8,1.90
,,r114,electicity -- gas and other fuels ,14760,1600,4.3,0.5,416430,2.8,1.90
,,r115,interests (gross),22860,3260,6.4,0.9,416430,2.8,1.90
,,r116,furnishings -- household equipment and routine maintenance of the house,21280,3210,5.4,0.7,416430,2.8,1.90
,,r117,furniture and furnishings -- carpets and other floor coverings,9370,2220,2.3,0.5,416430,2.8,1.90
,,r118,textile,2110,740,0.5,0.2,416430,2.8,1.90
,,r119,household applience,9800,1860,2.6,0.5,416430,2.8,1.90
,,r120,health and hospital services,8600,3080,2.2,0.6,416430,2.8,1.90
,,r121,transport,62320,8390,15.6,1.6,416430,2.8,1.90
,,r122,purchase of new motor-cars,18960,6090,3.9,1.2,416430,2.8,1.90
,,r123,purchase of other vehicles,4880,3910,1.1,0.7,416430,2.8,1.90
,,r124,operation of motor-cars,29490,3960,8.2,0.9,416430,2.8,1.90
,,r125,interests (motorcars - gross) -- licence duty,2460,320,0.7,0.1,416430,2.8,1.90
,,r126,operation of other vehicles,2280,1620,0.5,0.3,416430,2.8,1.90
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,416430,2.8,1.90
,,r128,services of transport,4160,1490,1.1,0.4,416430,2.8,1.90
,,r129,leisure time and culture,72070,6840,19.7,1.4,416430,2.8,1.90
,,r130,weekend cottage,3340,1320,1.0,0.4,416430,2.8,1.90
,,r131,radio and tv,3590,610,1.0,0.2,416430,2.8,1.90
,,r132,sport and hobby,10100,3240,2.5,0.7,416430,2.8,1.90
,,r133,watch -- camera -- photographic and cinematographic equipment,2640,950,0.7,0.3,416430,2.8,1.90
,,r134,holidays -- hotels,18260,3200,5.1,0.9,416430,2.8,1.90
,,r135,other spare time,13750,3380,3.6,0.7,416430,2.8,1.90
,,r136,entertainment,2230,820,0.5,0.2,416430,2.8,1.90
,,r137,books -- newspapers -- television taxes,11510,1000,3.3,0.3,416430,2.8,1.90
,,r138,mobiltelephone (callcharge and subscription fee),3460,480,1.0,0.1,416430,2.8,1.90
,,r139,telephone (callcharge and subscription fee),3180,250,0.9,0.1,416430,2.8,1.90
D9,decil 9,r001,total expenditures,412630,18720,100.0,0.0,418370,3.2,2.09
,,r002,food,48570,2490,12.5,1.1,418370,3.2,2.09
,,r003,bread and cereals,7980,590,2.1,0.3,418370,3.2,2.09
,,r004,rice and products of rice -- of which:,370,70,..,..,418370,3.2,2.09
,,r005,rice,210,60,..,..,418370,3.2,2.09
,,r006,products of rice,150,40,..,..,418370,3.2,2.09
,,r007,pasta products,590,90,..,..,418370,3.2,2.09
,,r008,flour -- grain,1080,170,0.3,0.1,418370,3.2,2.09
,,r009,bread -- of which:,3210,240,0.9,0.1,418370,3.2,2.09
,,r010,hard bread,380,60,..,..,418370,3.2,2.09
,,r011,soft white bread,850,110,0.2,0.1,418370,3.2,2.09
,,r012,soft brown bread,510,80,0.2,0.1,418370,3.2,2.09
,,r013,soft light bread,920,110,..,..,418370,3.2,2.09
,,r014,bread unspecified,550,100,..,..,418370,3.2,2.09
,,r015,pastry-cook products,2720,380,0.7,0.1,418370,3.2,2.09
,,r016,meat,9730,790,2.6,0.3,418370,3.2,2.09
,,r017,fresh -- chilled or frozen meat of bovine animals,1470,250,0.4,0.1,418370,3.2,2.09
,,r018,fresh -- chilled or frozen meat of pig,1920,270,0.5,0.1,418370,3.2,2.09
,,r019,fresh -- chilled or frozen meat of sheep and goat,360,230,..,..,418370,3.2,2.09
,,r020,fresh -- chilled or frozen meat of poultry,1140,190,0.3,0.1,418370,3.2,2.09
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,418370,3.2,2.09
,,r022,dried -- salted or smoked meat of pig,1920,210,0.5,0.1,418370,3.2,2.09
,,r023,dried -- salted or smoked other meats,420,140,0.2,0.1,418370,3.2,2.09
,,r024,meat -- sausages and meat of sandwiches,1510,180,0.4,0.1,418370,3.2,2.09
,,r025,pastry -- cured meats and provisions,430,160,..,..,418370,3.2,2.09
,,r026,meatdishes,450,160,..,..,418370,3.2,2.09
